id,name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1000036,Worker 36,,,,"RASAR
(25/01/2026-31/01/2026)",,"Security
(08/02/2026-14/02/2026)",,,"Training
(01/03/2026-07/03/2026)",,"Training
(15/03/2026-21/03/2026)",,"Test1
(29/03/2026-04/04/2026)",,,"Cleaning
(19/04/2026-25/04/2026)","Test3
(26/04/2026-02/05/2026)","Training
(03/05/2026-09/05/2026)",,,"Security
(24/05/2026-30/05/2026)","Security
(31/05/2026-06/06/2026)",,,,,,"Guarding Duties
(12/07/2026-18/07/2026)",,"RASAR
(26/07/2026-01/08/2026)",,"Training
(09/08/2026-15/08/2026)",,,,,"Test3
(13/09/2026-19/09/2026)","Guarding Duties
(20/09/2026-26/09/2026)",,,"RASAR
(11/10/2026-17/10/2026)",,,,,,"Kitchen
(22/11/2026-28/11/2026)","Test3
(29/11/2026-05/12/2026)","Test2
(06/12/2026-12/12/2026)",,,
1000037,Worker 37,"Cleaning
(04/01/2026-10/01/2026)",,,"Maintenance
(25/01/2026-31/01/2026)",,,,"Maintenance
(22/02/2026-28/02/2026)",,,,,,,"RASAR
(12/04/2026-18/04/2026)",,,,"Test2
(10/05/2026-16/05/2026)","RASAR
(17/05/2026-23/05/2026)",,"Training
(31/05/2026-06/06/2026)",,,,,,,,,"Test2
(02/08/2026-08/08/2026)","Kitchen
(09/08/2026-15/08/2026)",,,,"Test1
(06/09/2026-12/09/2026)",,"Test2
(20/09/2026-26/09/2026)","Cleaning
(27/09/2026-03/10/2026)",,"Cleaning
(11/10/2026-17/10/2026)",,,,,,"Cleaning
(22/11/2026-28/11/2026)",,,,"Guarding Duties
(20/12/2026-26/12/2026)",
1000038,Worker 38,,,"Kitchen
(18/01/2026-24/01/2026)",,,,,,"Test3
(01/03/2026-07/03/2026)",,,,"Test1
(29/03/2026-04/04/2026)",,,"RASAR
(19/04/2026-25/04/2026)",,,,,"Test2
(24/05/2026-30/05/2026)",,,"Test1
(14/06/2026-20/06/2026)",,,"Test1
(05/07/2026-11/07/2026)","Kitchen
(12/07/2026-18/07/2026)",,,"Cleaning
(02/08/2026-08/08/2026)","Test1
(09/08/2026-15/08/2026)","Test2
(16/08/2026-22/08/2026)",,,,,"Guarding Duties
(20/09/2026-26/09/2026)",,,,,,,"Test2
(08/11/2026-14/11/2026)","Training
(15/11/2026-21/11/2026)",,,"Cleaning
(06/12/2026-12/12/2026)",,"Cleaning
(20/12/2026-26/12/2026)","Maintenance
(27/12/2026-02/01/2027)"
1000039,Worker 39,"Kitchen
(04/01/2026-10/01/2026)","Training
(11/01/2026-17/01/2026)",,"Guarding Duties
(25/01/2026-31/01/2026)","Cleaning
(01/02/2026-07/02/2026)","Guarding Duties
(08/02/2026-14/02/2026)",,,,,"Test1
(15/03/2026-21/03/2026)",,,,,,"RASAR
(26/04/2026-02/05/2026)",,"Test3
(10/05/2026-16/05/2026)","Test1
(17/05/2026-23/05/2026)",,,,,,,,"Test1
(12/07/2026-18/07/2026)","Guarding Duties
(19/07/2026-25/07/2026)",,"Test1
(02/08/2026-08/08/2026)",,,,,,"Security
(13/09/2026-19/09/2026)","Training
(20/09/2026-26/09/2026)","Security
(27/09/2026-03/10/2026)",,,,"Kitchen
(25/10/2026-31/10/2026)",,"Kitchen
(08/11/2026-14/11/2026)","Training
(15/11/2026-21/11/2026)",,,"Maintenance
(06/12/2026-12/12/2026)",,,
1000040,Worker 40,"Test2
(04/01/2026-10/01/2026)",,"Kitchen
(18/01/2026-24/01/2026)","RASAR
(25/01/2026-31/01/2026)",,,,,,"Cleaning
(08/03/2026-14/03/2026)",,,,,,,"Test2
(26/04/2026-02/05/2026)","RASAR
(03/05/2026-09/05/2026)","Guarding Duties
(10/05/2026-16/05/2026)",,,,,,,,,,,,,,,,,,,"Cleaning
(20/09/2026-26/09/2026)",,"Training
(04/10/2026-10/10/2026)",,,,"Test3
(01/11/2026-07/11/2026)","Maintenance
(08/11/2026-14/11/2026)",,,"Test1
(29/11/2026-05/12/2026)","Test2
(06/12/2026-12/12/2026)","RASAR
(13/12/2026-19/12/2026)",,
1000041,Worker 41,,,"Guarding Duties
(18/01/2026-24/01/2026)",,,,,,,,"Kitchen
(15/03/2026-21/03/2026)",,,"RASAR
(05/04/2026-11/04/2026)",,,,,,"Test1
(17/05/2026-23/05/2026)",,,,"Kitchen
(14/06/2026-20/06/2026)","Security
(21/06/2026-27/06/2026)",,,,,,,,"Guarding Duties
(16/08/2026-22/08/2026)",,"Cleaning
(30/08/2026-05/09/2026)",,,,,,"Test1
(11/10/2026-17/10/2026)","Kitchen
(18/10/2026-24/10/2026)",,,,,,,"Kitchen
(06/12/2026-12/12/2026)",,,
1000042,Worker 42,,"Guarding Duties
(11/01/2026-17/01/2026)",,"Guarding Duties
(25/01/2026-31/01/2026)",,,,,,,,"Cleaning
(22/03/2026-28/03/2026)",,,,"Guarding Duties
(19/04/2026-25/04/2026)",,"Guarding Duties
(03/05/2026-09/05/2026)","Guarding Duties
(10/05/2026-16/05/2026)","RASAR
(17/05/2026-23/05/2026)","Training
(24/05/2026-30/05/2026)",,"Kitchen
(07/06/2026-13/06/2026)",,,"Maintenance
(28/06/2026-04/07/2026)",,"Security
(12/07/2026-18/07/2026)",,,,,,,,"Training
(06/09/2026-12/09/2026)",,,,,,,"Test1
(25/10/2026-31/10/2026)",,"Cleaning
(08/11/2026-14/11/2026)",,,,,,,
1000043,Worker 43,,,,"Security
(25/01/2026-31/01/2026)","Test1
(01/02/2026-07/02/2026)",,,"Maintenance
(22/02/2026-28/02/2026)",,"Kitchen
(08/03/2026-14/03/2026)","Cleaning
(15/03/2026-21/03/2026)",,,,"Test3
(12/04/2026-18/04/2026)","Training
(19/04/2026-25/04/2026)",,,"Guarding Duties
(10/05/2026-16/05/2026)","Kitchen
(17/05/2026-23/05/2026)","Test3
(24/05/2026-30/05/2026)",,"Cleaning
(07/06/2026-13/06/2026)","Test3
(14/06/2026-20/06/2026)",,,,,,,"Maintenance
(02/08/2026-08/08/2026)",,,,,"Guarding Duties
(06/09/2026-12/09/2026)",,"Kitchen
(20/09/2026-26/09/2026)","Maintenance
(27/09/2026-03/10/2026)",,,,,,"RASAR
(08/11/2026-14/11/2026)","Cleaning
(15/11/2026-21/11/2026)",,,,"Guarding Duties
(13/12/2026-19/12/2026)","Guarding Duties
(20/12/2026-26/12/2026)",
1000044,Worker 44,,"Test2
(11/01/2026-17/01/2026)","Test3
(18/01/2026-24/01/2026)","Cleaning
(25/01/2026-31/01/2026)",,"Security
(08/02/2026-14/02/2026)",,,,,,,,"Cleaning
(05/04/2026-11/04/2026)",,"Test1
(19/04/2026-25/04/2026)","Test3
(26/04/2026-02/05/2026)",,,,"Training
(24/05/2026-30/05/2026)","Maintenance
(31/05/2026-06/06/2026)","Test2
(07/06/2026-13/06/2026)","Training
(14/06/2026-20/06/2026)",,,,,,,,"Maintenance
(09/08/2026-15/08/2026)",,,"Test1
(30/08/2026-05/09/2026)",,"Test1
(13/09/2026-19/09/2026)","Test2
(20/09/2026-26/09/2026)",,,,,,"Test1
(01/11/2026-07/11/2026)",,"Guarding Duties
(15/11/2026-21/11/2026)",,,,"Cleaning
(13/12/2026-19/12/2026)","Cleaning
(20/12/2026-26/12/2026)",
1000045,Worker 45,"Test2
(04/01/2026-10/01/2026)",,,,,"Cleaning
(08/02/2026-14/02/2026)",,,"RASAR
(01/03/2026-07/03/2026)",,,"Test1
(22/03/2026-28/03/2026)","Test3
(29/03/2026-04/04/2026)",,,,,"RASAR
(03/05/2026-09/05/2026)",,"Kitchen
(17/05/2026-23/05/2026)",,,,,,,,,,,"Test3
(02/08/2026-08/08/2026)",,,,,,,,"Test3
(27/09/2026-03/10/2026)","Test3
(04/10/2026-10/10/2026)","Training
(11/10/2026-17/10/2026)",,,,"Test1
(08/11/2026-14/11/2026)",,,,,,,
1000046,Worker 46,,,,,,,"Test2
(15/02/2026-21/02/2026)","Maintenance
(22/02/2026-28/02/2026)","Test3
(01/03/2026-07/03/2026)","Test2
(08/03/2026-14/03/2026)","Cleaning
(15/03/2026-21/03/2026)",,"Cleaning
(29/03/2026-04/04/2026)","Maintenance
(05/04/2026-11/04/2026)","Cleaning
(12/04/2026-18/04/2026)",,,"Cleaning
(03/05/2026-09/05/2026)","RASAR
(10/05/2026-16/05/2026)",,,,,,"Cleaning
(21/06/2026-27/06/2026)",,,"Kitchen
(12/07/2026-18/07/2026)",,,,,,,"Maintenance
(30/08/2026-05/09/2026)",,,,,,"Test3
(11/10/2026-17/10/2026)",,"Test2
(25/10/2026-31/10/2026)","Test2
(01/11/2026-07/11/2026)",,,"Kitchen
(22/11/2026-28/11/2026)","Test3
(29/11/2026-05/12/2026)",,,,"Security
(27/12/2026-02/01/2027)"
1000047,Worker 47,,,"Test1
(18/01/2026-24/01/2026)",,,,,,,,,,"Guarding Duties
(29/03/2026-04/04/2026)",,"Training
(12/04/2026-18/04/2026)",,,,,,,"Guarding Duties
(31/05/2026-06/06/2026)","Training
(07/06/2026-13/06/2026)",,,,,"Test3
(12/07/2026-18/07/2026)","Maintenance
(19/07/2026-25/07/2026)",,,"Training
(09/08/2026-15/08/2026)",,,,,,"Test1
(20/09/2026-26/09/2026)",,,,,,"Test2
(01/11/2026-07/11/2026)",,,,,,,,
1000048,Worker 48,,,,,"Guarding Duties
(01/02/2026-07/02/2026)","Training
(08/02/2026-14/02/2026)",,,"Test2
(01/03/2026-07/03/2026)",,"Guarding Duties
(15/03/2026-21/03/2026)",,,,,,,,"Test3
(10/05/2026-16/05/2026)",,,,,"Cleaning
(14/06/2026-20/06/2026)",,,,"Security
(12/07/2026-18/07/2026)",,,,"Maintenance
(09/08/2026-15/08/2026)",,,"Cleaning
(30/08/2026-05/09/2026)",,,,,,,,,,,,,,,,"Cleaning
(20/12/2026-26/12/2026)",
1000049,Worker 49,,,,,"Guarding Duties
(01/02/2026-07/02/2026)",,,,,,,,"Security
(29/03/2026-04/04/2026)",,"Test3
(12/04/2026-18/04/2026)","Maintenance
(19/04/2026-25/04/2026)",,,,"Cleaning
(17/05/2026-23/05/2026)",,,,,,"Kitchen
(28/06/2026-04/07/2026)",,,,,,,,"Test3
(23/08/2026-29/08/2026)",,,,,,,"Guarding Duties
(11/10/2026-17/10/2026)",,"Security
(25/10/2026-31/10/2026)","Test3
(01/11/2026-07/11/2026)",,,,"Training
(29/11/2026-05/12/2026)",,"Security
(13/12/2026-19/12/2026)",,"Training
(27/12/2026-02/01/2027)"
1000050,Worker 50,,,,,,,,,,,"Training
(15/03/2026-21/03/2026)",,"Training
(29/03/2026-04/04/2026)","Maintenance
(05/04/2026-11/04/2026)",,,,,,"Kitchen
(17/05/2026-23/05/2026)",,,,,"Maintenance
(21/06/2026-27/06/2026)",,,"Maintenance
(12/07/2026-18/07/2026)",,,,,"Guarding Duties
(16/08/2026-22/08/2026)",,,,,,"Security
(27/09/2026-03/10/2026)",,,,"RASAR
(25/10/2026-31/10/2026)","Training
(01/11/2026-07/11/2026)","Guarding Duties
(08/11/2026-14/11/2026)",,"Training
(22/11/2026-28/11/2026)","Guarding Duties
(29/11/2026-05/12/2026)","Kitchen
(06/12/2026-12/12/2026)","RASAR
(13/12/2026-19/12/2026)",,
1000051,Worker 51,,,,"Training
(25/01/2026-31/01/2026)",,,,,,,,,"Training
(29/03/2026-04/04/2026)",,,"Training
(19/04/2026-25/04/2026)",,,,,"Cleaning
(24/05/2026-30/05/2026)",,,"Security
(14/06/2026-20/06/2026)","RASAR
(21/06/2026-27/06/2026)","RASAR
(28/06/2026-04/07/2026)","Maintenance
(05/07/2026-11/07/2026)",,,"Cleaning
(26/07/2026-01/08/2026)",,,,"Test1
(23/08/2026-29/08/2026)",,,,,"Guarding Duties
(27/09/2026-03/10/2026)",,,"Test3
(18/10/2026-24/10/2026)",,,,"RASAR
(15/11/2026-21/11/2026)","Test2
(22/11/2026-28/11/2026)","Test1
(29/11/2026-05/12/2026)","Cleaning
(06/12/2026-12/12/2026)",,"Training
(20/12/2026-26/12/2026)",
1000052,Worker 52,,,,"Maintenance
(25/01/2026-31/01/2026)",,,"Kitchen
(15/02/2026-21/02/2026)",,,"Kitchen
(08/03/2026-14/03/2026)","Guarding Duties
(15/03/2026-21/03/2026)","Test1
(22/03/2026-28/03/2026)",,,,,"Maintenance
(26/04/2026-02/05/2026)","Cleaning
(03/05/2026-09/05/2026)","Cleaning
(10/05/2026-16/05/2026)",,"Test1
(24/05/2026-30/05/2026)",,,,,,,,,,,,,,,,"Security
(13/09/2026-19/09/2026)",,,,,,,,,,"RASAR
(22/11/2026-28/11/2026)",,"Test2
(06/12/2026-12/12/2026)",,,"Test1
(27/12/2026-02/01/2027)"
1000053,Worker 53,,,,,,,,,,,,,,"Kitchen
(05/04/2026-11/04/2026)",,"Test1
(19/04/2026-25/04/2026)",,"RASAR
(03/05/2026-09/05/2026)",,,"Test2
(24/05/2026-30/05/2026)","Guarding Duties
(31/05/2026-06/06/2026)",,,,,,,,,,,,"RASAR
(23/08/2026-29/08/2026)","RASAR
(30/08/2026-05/09/2026)","Maintenance
(06/09/2026-12/09/2026)",,,,,,,"Guarding Duties
(25/10/2026-31/10/2026)","Kitchen
(01/11/2026-07/11/2026)",,"Cleaning
(15/11/2026-21/11/2026)",,,,,,"Maintenance
(27/12/2026-02/01/2027)"
1000054,Worker 54,"Training
(04/01/2026-10/01/2026)",,,,,"Test1
(08/02/2026-14/02/2026)","RASAR
(15/02/2026-21/02/2026)","Security
(22/02/2026-28/02/2026)",,"Security
(08/03/2026-14/03/2026)",,"Kitchen
(22/03/2026-28/03/2026)","Test1
(29/03/2026-04/04/2026)","Test2
(05/04/2026-11/04/2026)",,,,,,,"Test2
(24/05/2026-30/05/2026)","Guarding Duties
(31/05/2026-06/06/2026)","Security
(07/06/2026-13/06/2026)","Test1
(14/06/2026-20/06/2026)","Kitchen
(21/06/2026-27/06/2026)",,"Maintenance
(05/07/2026-11/07/2026)","Cleaning
(12/07/2026-18/07/2026)","Test1
(19/07/2026-25/07/2026)",,,,,,,,"Security
(13/09/2026-19/09/2026)","Test1
(20/09/2026-26/09/2026)",,,"Maintenance
(11/10/2026-17/10/2026)",,"Test2
(25/10/2026-31/10/2026)",,"Cleaning
(08/11/2026-14/11/2026)",,,,,,,
1000055,Worker 55,,"Maintenance
(11/01/2026-17/01/2026)","Kitchen
(18/01/2026-24/01/2026)",,,,,"Kitchen
(22/02/2026-28/02/2026)",,"Maintenance
(08/03/2026-14/03/2026)","Test2
(15/03/2026-21/03/2026)",,,,,"Guarding Duties
(19/04/2026-25/04/2026)",,,"Guarding Duties
(10/05/2026-16/05/2026)",,,,,,"Security
(21/06/2026-27/06/2026)",,,"RASAR
(12/07/2026-18/07/2026)",,,,,,"Test2
(23/08/2026-29/08/2026)","Security
(30/08/2026-05/09/2026)","Guarding Duties
(06/09/2026-12/09/2026)",,"Cleaning
(20/09/2026-26/09/2026)",,,"Training
(11/10/2026-17/10/2026)","Test2
(18/10/2026-24/10/2026)",,"Maintenance
(01/11/2026-07/11/2026)","Test3
(08/11/2026-14/11/2026)",,,,"Cleaning
(06/12/2026-12/12/2026)","Test1
(13/12/2026-19/12/2026)",,"Test3
(27/12/2026-02/01/2027)"
1000056,Worker 56,"Training
(04/01/2026-10/01/2026)",,,,,"Kitchen
(08/02/2026-14/02/2026)",,,,,,,"RASAR
(29/03/2026-04/04/2026)","Test3
(05/04/2026-11/04/2026)",,"Maintenance
(19/04/2026-25/04/2026)",,"Test2
(03/05/2026-09/05/2026)",,"Test3
(17/05/2026-23/05/2026)",,,"Test3
(07/06/2026-13/06/2026)",,,,,"Test1
(12/07/2026-18/07/2026)",,"Cleaning
(26/07/2026-01/08/2026)","Guarding Duties
(02/08/2026-08/08/2026)",,,,"Test3
(30/08/2026-05/09/2026)",,"Kitchen
(13/09/2026-19/09/2026)","Test2
(20/09/2026-26/09/2026)","Cleaning
(27/09/2026-03/10/2026)",,,,"Cleaning
(25/10/2026-31/10/2026)",,,"Kitchen
(15/11/2026-21/11/2026)",,"Kitchen
(29/11/2026-05/12/2026)","Maintenance
(06/12/2026-12/12/2026)","RASAR
(13/12/2026-19/12/2026)","RASAR
(20/12/2026-26/12/2026)","Test2
(27/12/2026-02/01/2027)"
1000057,Worker 57,,"Cleaning
(11/01/2026-17/01/2026)","Kitchen
(18/01/2026-24/01/2026)",,,,,,,"Test3
(08/03/2026-14/03/2026)",,,,"Training
(05/04/2026-11/04/2026)",,,,,,,,,"Training
(07/06/2026-13/06/2026)",,,"Cleaning
(28/06/2026-04/07/2026)","Test2
(05/07/2026-11/07/2026)",,,,,,"Guarding Duties
(16/08/2026-22/08/2026)",,,"Kitchen
(06/09/2026-12/09/2026)",,"Security
(20/09/2026-26/09/2026)","Maintenance
(27/09/2026-03/10/2026)","Test2
(04/10/2026-10/10/2026)",,,"Security
(25/10/2026-31/10/2026)",,,,,,,,,
1000058,Worker 58,,"Kitchen
(11/01/2026-17/01/2026)","Cleaning
(18/01/2026-24/01/2026)","Security
(25/01/2026-31/01/2026)",,,,,,"Security
(08/03/2026-14/03/2026)",,,"Kitchen
(29/03/2026-04/04/2026)",,,,,,,"Test3
(17/05/2026-23/05/2026)",,,,,,,"Guarding Duties
(05/07/2026-11/07/2026)","Maintenance
(12/07/2026-18/07/2026)",,"Security
(26/07/2026-01/08/2026)","Cleaning
(02/08/2026-08/08/2026)",,"Guarding Duties
(16/08/2026-22/08/2026)","Test2
(23/08/2026-29/08/2026)",,"Guarding Duties
(06/09/2026-12/09/2026)",,,"Kitchen
(27/09/2026-03/10/2026)",,,,"Test1
(25/10/2026-31/10/2026)",,"Guarding Duties
(08/11/2026-14/11/2026)","Test3
(15/11/2026-21/11/2026)",,,,,,
1000059,Worker 59,,"Test1
(11/01/2026-17/01/2026)",,,"Security
(01/02/2026-07/02/2026)",,"Kitchen
(15/02/2026-21/02/2026)","RASAR
(22/02/2026-28/02/2026)","Security
(01/03/2026-07/03/2026)",,"Guarding Duties
(15/03/2026-21/03/2026)","Training
(22/03/2026-28/03/2026)",,"Test3
(05/04/2026-11/04/2026)",,,"Kitchen
(26/04/2026-02/05/2026)","Test1
(03/05/2026-09/05/2026)",,"Test2
(17/05/2026-23/05/2026)",,"Maintenance
(31/05/2026-06/06/2026)",,,,,,,,,"Test1
(02/08/2026-08/08/2026)","Maintenance
(09/08/2026-15/08/2026)",,,"Cleaning
(30/08/2026-05/09/2026)",,,,"Test3
(27/09/2026-03/10/2026)",,"RASAR
(11/10/2026-17/10/2026)",,,"Training
(01/11/2026-07/11/2026)",,"Maintenance
(15/11/2026-21/11/2026)",,,,,,
1000060,Worker 60,"Test1
(04/01/2026-10/01/2026)",,"Guarding Duties
(18/01/2026-24/01/2026)","Guarding Duties
(25/01/2026-31/01/2026)",,,"RASAR
(15/02/2026-21/02/2026)",,,,,,"Test3
(29/03/2026-04/04/2026)",,,,,"Test1
(03/05/2026-09/05/2026)",,,,,"Test1
(07/06/2026-13/06/2026)","Maintenance
(14/06/2026-20/06/2026)",,,"Maintenance
(05/07/2026-11/07/2026)",,,"Security
(26/07/2026-01/08/2026)",,"Security
(09/08/2026-15/08/2026)","Cleaning
(16/08/2026-22/08/2026)",,"RASAR
(30/08/2026-05/09/2026)",,,,,"Test2
(04/10/2026-10/10/2026)","Kitchen
(11/10/2026-17/10/2026)",,"Cleaning
(25/10/2026-31/10/2026)","Guarding Duties
(01/11/2026-07/11/2026)","Test3
(08/11/2026-14/11/2026)","Cleaning
(15/11/2026-21/11/2026)","RASAR
(22/11/2026-28/11/2026)","Test2
(29/11/2026-05/12/2026)","Maintenance
(06/12/2026-12/12/2026)","Kitchen
(13/12/2026-19/12/2026)",,
1000061,Worker 61,"Guarding Duties
(04/01/2026-10/01/2026)","Security
(11/01/2026-17/01/2026)",,"Training
(25/01/2026-31/01/2026)",,,,"Test1
(22/02/2026-28/02/2026)",,,,,,,,,,"Test2
(03/05/2026-09/05/2026)",,,"Kitchen
(24/05/2026-30/05/2026)",,,,"Kitchen
(21/06/2026-27/06/2026)","Training
(28/06/2026-04/07/2026)",,"Security
(12/07/2026-18/07/2026)","Guarding Duties
(19/07/2026-25/07/2026)",,,"Maintenance
(09/08/2026-15/08/2026)",,"Test2
(23/08/2026-29/08/2026)","Test3
(30/08/2026-05/09/2026)","Security
(06/09/2026-12/09/2026)",,,"Test1
(27/09/2026-03/10/2026)",,,"Kitchen
(18/10/2026-24/10/2026)",,,,,,,,"Security
(13/12/2026-19/12/2026)",,
1000062,Worker 62,,,"Test3
(18/01/2026-24/01/2026)",,,,,"Cleaning
(22/02/2026-28/02/2026)",,,,,,,,"Security
(19/04/2026-25/04/2026)",,,,,,,,"Training
(14/06/2026-20/06/2026)",,,"Security
(05/07/2026-11/07/2026)",,"Maintenance
(19/07/2026-25/07/2026)",,"RASAR
(02/08/2026-08/08/2026)",,"Test3
(16/08/2026-22/08/2026)",,,,,"RASAR
(20/09/2026-26/09/2026)","Guarding Duties
(27/09/2026-03/10/2026)",,"Test1
(11/10/2026-17/10/2026)",,"Guarding Duties
(25/10/2026-31/10/2026)",,"RASAR
(08/11/2026-14/11/2026)","Guarding Duties
(15/11/2026-21/11/2026)",,,"Kitchen
(06/12/2026-12/12/2026)",,"Test2
(20/12/2026-26/12/2026)",
1000063,Worker 63,,,,,,,,"RASAR
(22/02/2026-28/02/2026)","Test2
(01/03/2026-07/03/2026)",,"Test3
(15/03/2026-21/03/2026)","Guarding Duties
(22/03/2026-28/03/2026)",,,,"Cleaning
(19/04/2026-25/04/2026)",,,,,,,,"Test2
(14/06/2026-20/06/2026)",,,"Security
(05/07/2026-11/07/2026)",,"Test3
(19/07/2026-25/07/2026)",,,,"Test3
(16/08/2026-22/08/2026)","Test2
(23/08/2026-29/08/2026)","Test1
(30/08/2026-05/09/2026)",,,"Test2
(20/09/2026-26/09/2026)",,"RASAR
(04/10/2026-10/10/2026)",,,"Test3
(25/10/2026-31/10/2026)",,"Guarding Duties
(08/11/2026-14/11/2026)",,"Kitchen
(22/11/2026-28/11/2026)",,,,,"Test1
(27/12/2026-02/01/2027)"
1000064,Worker 64,"Security
(04/01/2026-10/01/2026)","Maintenance
(11/01/2026-17/01/2026)",,,,,,,,,,"Maintenance
(22/03/2026-28/03/2026)","Security
(29/03/2026-04/04/2026)","Security
(05/04/2026-11/04/2026)","Test1
(12/04/2026-18/04/2026)",,,,,,,,"Test1
(07/06/2026-13/06/2026)",,"Kitchen
(21/06/2026-27/06/2026)","Maintenance
(28/06/2026-04/07/2026)",,,,,,,,,"Guarding Duties
(30/08/2026-05/09/2026)",,"Security
(13/09/2026-19/09/2026)",,"Test3
(27/09/2026-03/10/2026)",,,"Test2
(18/10/2026-24/10/2026)","Test3
(25/10/2026-31/10/2026)","Cleaning
(01/11/2026-07/11/2026)",,,"Maintenance
(22/11/2026-28/11/2026)","RASAR
(29/11/2026-05/12/2026)",,,"Maintenance
(20/12/2026-26/12/2026)",
1000065,Worker 65,,"Test1
(11/01/2026-17/01/2026)",,,,,,,,"Guarding Duties
(08/03/2026-14/03/2026)",,,,"Test2
(05/04/2026-11/04/2026)",,"Cleaning
(19/04/2026-25/04/2026)","Kitchen
(26/04/2026-02/05/2026)","Security
(03/05/2026-09/05/2026)",,,,"Test1
(31/05/2026-06/06/2026)","Guarding Duties
(07/06/2026-13/06/2026)",,"Test1
(21/06/2026-27/06/2026)",,,,,"RASAR
(26/07/2026-01/08/2026)",,"Security
(09/08/2026-15/08/2026)",,,,,,,,,"Maintenance
(11/10/2026-17/10/2026)",,"Security
(25/10/2026-31/10/2026)",,,"Training
(15/11/2026-21/11/2026)",,"Cleaning
(29/11/2026-05/12/2026)","Test3
(06/12/2026-12/12/2026)",,,
1000066,Worker 66,,"Maintenance
(11/01/2026-17/01/2026)",,,,,,,"Cleaning
(01/03/2026-07/03/2026)",,,"Security
(22/03/2026-28/03/2026)",,,,"Cleaning
(19/04/2026-25/04/2026)",,,"Test1
(10/05/2026-16/05/2026)","Test2
(17/05/2026-23/05/2026)","Cleaning
(24/05/2026-30/05/2026)",,,,,"Kitchen
(28/06/2026-04/07/2026)",,"RASAR
(12/07/2026-18/07/2026)",,,,,"Test1
(16/08/2026-22/08/2026)",,"Guarding Duties
(30/08/2026-05/09/2026)",,"RASAR
(13/09/2026-19/09/2026)",,"Guarding Duties
(27/09/2026-03/10/2026)",,,"Maintenance
(18/10/2026-24/10/2026)",,"RASAR
(01/11/2026-07/11/2026)",,,,,"Test2
(06/12/2026-12/12/2026)",,,"Cleaning
(27/12/2026-02/01/2027)"
1000067,Worker 67,"Test1
(04/01/2026-10/01/2026)",,,,,,,"Training
(22/02/2026-28/02/2026)",,,"Training
(15/03/2026-21/03/2026)","Kitchen
(22/03/2026-28/03/2026)","Training
(29/03/2026-04/04/2026)","Maintenance
(05/04/2026-11/04/2026)",,"Test1
(19/04/2026-25/04/2026)",,"Training
(03/05/2026-09/05/2026)",,"Test1
(17/05/2026-23/05/2026)",,,,,"Test1
(21/06/2026-27/06/2026)",,,,,"Security
(26/07/2026-01/08/2026)",,,,,,,"Test1
(13/09/2026-19/09/2026)",,"Security
(27/09/2026-03/10/2026)",,,,"Test2
(25/10/2026-31/10/2026)","Test2
(01/11/2026-07/11/2026)",,"Security
(15/11/2026-21/11/2026)","Cleaning
(22/11/2026-28/11/2026)",,,,,
1000068,Worker 68,"Kitchen
(04/01/2026-10/01/2026)",,,,,,,"Training
(22/02/2026-28/02/2026)",,,,"Guarding Duties
(22/03/2026-28/03/2026)","Kitchen
(29/03/2026-04/04/2026)",,,,"Guarding Duties
(26/04/2026-02/05/2026)","Training
(03/05/2026-09/05/2026)",,,,"Cleaning
(31/05/2026-06/06/2026)",,,"Test1
(21/06/2026-27/06/2026)",,"Kitchen
(05/07/2026-11/07/2026)",,"Maintenance
(19/07/2026-25/07/2026)",,,,,,"Test3
(30/08/2026-05/09/2026)",,,,,,"Cleaning
(11/10/2026-17/10/2026)",,,"Test3
(01/11/2026-07/11/2026)",,"Cleaning
(15/11/2026-21/11/2026)",,,"Kitchen
(06/12/2026-12/12/2026)",,,
1000069,Worker 69,"Test2
(04/01/2026-10/01/2026)",,,"Training
(25/01/2026-31/01/2026)","RASAR
(01/02/2026-07/02/2026)",,,,"Maintenance
(01/03/2026-07/03/2026)",,,"Test1
(22/03/2026-28/03/2026)",,,"Test2
(12/04/2026-18/04/2026)","Test1
(19/04/2026-25/04/2026)","Cleaning
(26/04/2026-02/05/2026)",,,,,,,"Cleaning
(14/06/2026-20/06/2026)",,,"Test3
(05/07/2026-11/07/2026)",,,,,,"Guarding Duties
(16/08/2026-22/08/2026)",,,"Guarding Duties
(06/09/2026-12/09/2026)",,,,,"Maintenance
(11/10/2026-17/10/2026)",,,"Test3
(01/11/2026-07/11/2026)",,"Kitchen
(15/11/2026-21/11/2026)",,,"Security
(06/12/2026-12/12/2026)",,"Cleaning
(20/12/2026-26/12/2026)",
